id,chapter,chapter_title,level,priority,automation,statement,evidence,sources,status,version_introduced
UXR-0567,29,"Internationalisation, localisation et diversité culturelle",MUST,P1,AUTO,Les pluriels et genres doivent utiliser les mécanismes de message adaptés à la locale.,"Les tests couvrent zéro, un, deux et plusieurs selon les langues.","S03,S08",active,1.0.0
UXR-0568,29,"Internationalisation, localisation et diversité culturelle",MUST,P1,AUTO,Le contenu doit supporter une expansion importante sans troncature fonctionnelle.,Les pseudo-locales et libellés longs sont testés.,"S03,S08",active,1.0.0
UXR-0569,29,"Internationalisation, localisation et diversité culturelle",MUST,P1,MANUAL,"Les noms de personnes, adresses et téléphones ne doivent pas être modélisés selon un seul pays sans besoin explicite.",Les formulaires acceptent les structures pertinentes aux marchés.,"S03,S08",active,1.0.0
UXR-0570,29,"Internationalisation, localisation et diversité culturelle",MUST NOT,P1,MANUAL,Un drapeau ne doit pas être utilisé pour sélectionner une langue.,Le sélecteur affiche les noms des langues dans une forme compréhensible.,"S03,S08",active,1.0.0
UXR-0571,29,"Internationalisation, localisation et diversité culturelle",MUST,P1,MANUAL,"Les symboles, couleurs et métaphores doivent être évalués culturellement.",La revue locale documente les risques d'ambiguïté.,"S03,S08",active,1.0.0
UXR-0572,29,"Internationalisation, localisation et diversité culturelle",MUST,P1,MANUAL,"Les contenus traduits doivent conserver le même niveau d'autorité, de sécurité et de précision que la langue source.",Les actions dangereuses et erreurs sont revues humainement.,"S03,S08",active,1.0.0
UXR-0573,29,"Internationalisation, localisation et diversité culturelle",MUST,P1,AUTO,Le fallback de traduction doit être explicite et ne pas afficher des clés internes.,Le produit utilise une langue de repli ou marque le contenu indisponible.,"S03,S08",active,1.0.0
UXR-0574,29,"Internationalisation, localisation et diversité culturelle",MUST,P1,AUTO,"Les recherches doivent prendre en compte accents, variantes de casse et segmentation de la langue.",Les tests utilisent des requêtes localisées réelles.,"S03,S08",active,1.0.0
UXR-0575,29,"Internationalisation, localisation et diversité culturelle",MUST,P1,SEMI,Les polices doivent couvrir les scripts supportés sans fallback visuellement incohérent.,La matrice typographique teste les glyphes cibles.,"S03,S08",active,1.0.0
UXR-0576,29,"Internationalisation, localisation et diversité culturelle",MUST,P1,AUTO,"Les captures, images et exemples contenant du texte doivent être localisables ou remplacés par du contenu HTML.",Aucun texte critique n'est figé dans un média.,"S03,S08",active,1.0.0
UXR-0577,29,"Internationalisation, localisation et diversité culturelle",MUST,P1,AUTO,"Les formats d'export doivent indiquer locale, timezone et conventions numériques.",Le fichier reste interprétable hors interface.,"S03,S08",active,1.0.0
UXR-0578,29,"Internationalisation, localisation et diversité culturelle",MUST,P1,SEMI,Les raccourcis clavier basés sur des lettres doivent être évalués selon clavier et langue.,Une configuration ou alternative existe en cas de conflit.,"S03,S08",active,1.0.0
UXR-0579,29,"Internationalisation, localisation et diversité culturelle",MUST,P1,SEMI,"Chaque locale doit avoir un propriétaire, un état de couverture et des tests de régression.",La release ne mélange pas traductions manquantes et contenu réel sans signalement.,"S03,S08",active,1.0.0
UXR-0580,29,"Internationalisation, localisation et diversité culturelle",MUST,P1,AUTO,L'interface doit être testée dans au moins une pseudo-locale expansive et un mode RTL avant validation du design system.,Les composants critiques passent les deux scénarios.,"S03,S08",active,1.0.0
UXR-0581,30,"Mobile, tactile, gestes et contexte de mobilité",MUST,P0,AUTO,Les cibles tactiles principales doivent atteindre au moins 44 par 44 CSS px selon le standard interne.,"Les tests mesurent la hitbox réelle, pas seulement l'icône.","S01,S07,S08",active,1.0.0
UXR-0582,30,"Mobile, tactile, gestes et contexte de mobilité",MUST,P1,MANUAL,Les contrôles adjacents doivent être suffisamment espacés pour limiter les activations involontaires.,Les actions dangereuses sont particulièrement isolées.,"S01,S07,S08",active,1.0.0
UXR-0583,30,"Mobile, tactile, gestes et contexte de mobilité",MUST,P1,AUTO,Les gestes doivent avoir une alternative visible pour les utilisateurs qui ne peuvent pas les effectuer ou les découvrir.,"Swipe, drag et pinch ne sont jamais l'unique chemin.","S01,S07,S08",active,1.0.0
UXR-0584,30,"Mobile, tactile, gestes et contexte de mobilité",MUST,P1,MANUAL,Les actions fréquentes doivent être accessibles dans la zone de confort sans masquer les contenus critiques.,Le placement considère une utilisation à une main sans en faire une règle absolue.,"S01,S07,S08",active,1.0.0
UXR-0585,30,"Mobile, tactile, gestes et contexte de mobilité",MUST,P1,AUTO,"Le clavier virtuel ne doit pas masquer le champ actif, les erreurs ou l'action de progression.",Le viewport et le scroll s'ajustent sur iOS et Android cibles.,"S01,S07,S08",active,1.0.0
UXR-0586,30,"Mobile, tactile, gestes et contexte de mobilité",MUST,P1,AUTO,Les types de clavier doivent correspondre aux données attendues.,"email, tel, decimal et autres inputmode sont configurés.","S01,S07,S08",active,1.0.0
UXR-0587,30,"Mobile, tactile, gestes et contexte de mobilité",MUST NOT,P1,AUTO,Le zoom utilisateur ne doit pas être désactivé par la meta viewport.,Le linter bloque user-scalable=no et maximum-scale restrictif.,"S01,S07,S08",active,1.0.0
UXR-0588,30,"Mobile, tactile, gestes et contexte de mobilité",MUST,P1,AUTO,"Les safe areas, encoches et barres système doivent être prises en compte.",Les éléments fixes utilisent les insets appropriés.,"S01,S07,S08",active,1.0.0
UXR-0589,30,"Mobile, tactile, gestes et contexte de mobilité",MUST,P1,AUTO,Les états hover doivent avoir un équivalent tactile explicite.,Les informations et actions restent disponibles après tap ou dans une vue dédiée.,"S01,S07,S08",active,1.0.0
UXR-0590,30,"Mobile, tactile, gestes et contexte de mobilité",MUST,P1,MANUAL,Les tableaux denses doivent être transformés selon les priorités mobiles.,"Les cartes ou listes conservent identité, statut et action critique.","S01,S07,S08",active,1.0.0
UXR-0591,30,"Mobile, tactile, gestes et contexte de mobilité",MUST,P1,MANUAL,"Les formulaires mobiles doivent minimiser la saisie et exploiter autofill, sélection et capture appropriée.",Le nombre de frappes nécessaires est évalué.,"S01,S07,S08",active,1.0.0
UXR-0592,30,"Mobile, tactile, gestes et contexte de mobilité",MUST,P1,AUTO,Les flux doivent tolérer les interruptions et permettre la reprise sans perte de données.,La navigation système et le retour à l'application restaurent l'état.,"S01,S07,S08",active,1.0.0
UXR-0593,30,"Mobile, tactile, gestes et contexte de mobilité",MUST,P1,AUTO,Les données critiques doivent indiquer leur fraîcheur lorsque le réseau mobile est instable.,Le dernier asOf et l'état offline restent visibles.,"S01,S07,S08",active,1.0.0
UXR-0594,30,"Mobile, tactile, gestes et contexte de mobilité",MUST,P1,AUTO,Les composants ne doivent pas dépendre d'un pointer précis ou d'un hover prolongé.,Le tactile et les limitations motrices sont pris en compte.,"S01,S07,S08",active,1.0.0
UXR-0595,30,"Mobile, tactile, gestes et contexte de mobilité",MUST,P1,SEMI,"Les animations et effets doivent être limités pour préserver performance, batterie et attention.",Le profil mobile mesure jank et consommation réseau.,"S01,S07,S08",active,1.0.0
UXR-0596,30,"Mobile, tactile, gestes et contexte de mobilité",MUST,P1,AUTO,Les changements d'orientation ne doivent pas déclencher une action ni perdre la sélection.,Le state reste cohérent en portrait et paysage.,"S01,S07,S08",active,1.0.0
UXR-0597,30,"Mobile, tactile, gestes et contexte de mobilité",MUST,P1,SEMI,"Les notifications push doivent respecter consentement, pertinence, fréquence et navigation profonde.",Chaque notification mène à un état actuel et autorisé.,"S01,S07,S08",active,1.0.0
UXR-0598,30,"Mobile, tactile, gestes et contexte de mobilité",MUST,P1,MANUAL,Les actions critiques ne doivent pas être placées uniquement dans un geste caché ou un menu difficile à atteindre.,Un chemin visible et confirmable existe.,"S01,S07,S08",active,1.0.0
UXR-0599,30,"Mobile, tactile, gestes et contexte de mobilité",MUST,P1,MANUAL,"Les écrans mobiles doivent être testés sur appareils réels, pas uniquement dans un émulateur desktop.",La matrice de release inclut au moins les plateformes cibles représentatives.,"S01,S07,S08",active,1.0.0
UXR-0600,30,"Mobile, tactile, gestes et contexte de mobilité",MUST,P1,MANUAL,"Le mobile doit afficher d'abord état, exception, action et objet courant, puis déplacer l'analyse secondaire vers des sous-pages.",La hiérarchie suit le contrat d'exploitation mobile.,"S01,S07,S08",active,1.0.0
UXR-0601,31,"SaaS enterprise, rôles, permissions et multi-contexte",MUST,P0,AUTO,La visibilité d'une route et d'une action doit être dérivée des capabilities et permissions réelles de session.,Le frontend ne contient pas d'allowlist statique qui simule le RBAC.,"S04,S06,S13,S30",active,1.0.0
UXR-0602,31,"SaaS enterprise, rôles, permissions et multi-contexte",MUST,P0,AUTO,"Le backend doit revalider toute permission, même lorsque le frontend masque ou désactive l'action.",Les tests d'autorisation appellent directement l'API avec un rôle insuffisant.,"S04,S06,S13,S30",active,1.0.0
UXR-0603,31,"SaaS enterprise, rôles, permissions et multi-contexte",MUST,P0,AUTO,"Le contexte actif comme tenant, établissement, compte ou environnement doit être visible en permanence lorsqu'une confusion serait dangereuse.",Le shell expose le contexte et les requêtes le transportent explicitement.,"S04,S06,S13,S30",active,1.0.0
UXR-0604,31,"SaaS enterprise, rôles, permissions et multi-contexte",MUST,P0,AUTO,Un changement vers un environnement plus sensible doit demander une confirmation et un step-up selon la politique.,Le passage LIVE ou admin produit un audit et un feedback clair.,"S04,S06,S13,S30",active,1.0.0
UXR-0605,31,"SaaS enterprise, rôles, permissions et multi-contexte",MUST,P1,SEMI,Les écrans doivent expliquer les données partielles causées par les permissions.,Un agrégat indique que certains domaines sont exclus sans révéler leur contenu.,"S04,S06,S13,S30",active,1.0.0
UXR-0606,31,"SaaS enterprise, rôles, permissions et multi-contexte",MUST,P1,MANUAL,Les rôles doivent être décrits par capacités et responsabilités plutôt que par titres vagues uniquement.,La page d'accès montre ce qui est permis et interdit.,"S04,S06,S13,S30",active,1.0.0
UXR-0607,31,"SaaS enterprise, rôles, permissions et multi-contexte",MUST,P1,SEMI,"Les demandes d'accès doivent indiquer ressource, justification, durée, approbateurs et risque.",Le workflow ne se limite pas à un bouton « demander ».,"S04,S06,S13,S30",active,1.0.0
UXR-0608,31,"SaaS enterprise, rôles, permissions et multi-contexte",MUST,P1,AUTO,Les accès temporaires doivent afficher leur expiration et proposer renouvellement contrôlé.,L'utilisateur et l'administrateur voient la date et l'impact.,"S04,S06,S13,S30",active,1.0.0
UXR-0609,31,"SaaS enterprise, rôles, permissions et multi-contexte",MUST,P1,AUTO,"Les actions nécessitant quatre yeux doivent montrer clairement l'auteur, l'approbateur et l'état de la demande.",Aucun utilisateur ne peut remplir les deux rôles lorsque la policy l'interdit.,"S04,S06,S13,S30",active,1.0.0
UXR-0610,31,"SaaS enterprise, rôles, permissions et multi-contexte",MUST,P1,AUTO,Les changements de contexte doivent conserver seulement les états compatibles et réinitialiser explicitement les autres.,"Filtres, sélections et caches ne traversent pas un tenant de façon dangereuse.","S04,S06,S13,S30",active,1.0.0
UXR-0611,31,"SaaS enterprise, rôles, permissions et multi-contexte",MUST,P0,AUTO,"Aucune donnée d'un autre tenant ou périmètre ne doit apparaître pendant un chargement, une transition ou un cache stale.",Les query keys et caches incluent le contexte d'autorisation.,"S04,S06,S13,S30",active,1.0.0
UXR-0612,31,"SaaS enterprise, rôles, permissions et multi-contexte",MUST,P1,MANUAL,Les administrateurs doivent disposer d'un espace distinct des tâches quotidiennes lorsque les actions sont rares et sensibles.,La navigation et le style réduisent les déclenchements accidentels.,"S04,S06,S13,S30",active,1.0.0
UXR-0613,31,"SaaS enterprise, rôles, permissions et multi-contexte",MUST,P1,AUTO,Les états d'accès refusé doivent préciser le scope manquant et le recours autorisé sans exposer de données sensibles.,Le 403 est contextualisé et auditable.,"S04,S06,S13,S30",active,1.0.0
UXR-0614,31,"SaaS enterprise, rôles, permissions et multi-contexte",MUST,P1,AUTO,"Les fonctionnalités non souscrites, non autorisées et non implémentées doivent avoir des états distincts.",Le message et le CTA correspondent à la cause réelle.,"S04,S06,S13,S30",active,1.0.0
UXR-0615,31,"SaaS enterprise, rôles, permissions et multi-contexte",MUST,P1,AUTO,Les préférences personnelles ne doivent pas modifier les politiques organisationnelles ou masquer les contrôles obligatoires.,La provenance de chaque réglage est visible.,"S04,S06,S13,S30",active,1.0.0
UXR-0616,31,"SaaS enterprise, rôles, permissions et multi-contexte",MUST,P1,SEMI,"Les journaux d'audit doivent afficher acteur, action, objet, contexte, heure, résultat et corrélation.",L'utilisateur habilité peut vérifier une modification sensible.,"S04,S06,S13,S30",active,1.0.0
UXR-0617,31,"SaaS enterprise, rôles, permissions et multi-contexte",MUST,P1,MANUAL,"Les invitations et activations de compte doivent expliquer l'organisation, le rôle et la durée avant acceptation.",L'utilisateur sait à quel périmètre il rejoint.,"S04,S06,S13,S30",active,1.0.0
